Codi_Districte,Nom_Districte,Nom_Carrer,Personas,Promedio_Import_Euros,Vehicles
9,Sant Andreu,Òrrius,149826,15124.747368421053,65745
10,Sant Martí,Moll Gregal,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Avet,148201,25606.775510204083,102272
4,Les Corts,Manuel Ballbé,81074,22022.035087719298,48622
3,Sants-Montjuïc,Alcolea,183770,14625.393162393162,79559
8,Nou Barris,Alonso Cano,170736,12431.811965811965,66780
9,Sant Andreu,Camil Fabra,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Doctor Fleming,148201,25606.775510204083,102272
6,Gràcia,Luis Antúnez,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Vesc,148201,25606.775510204083,102272
4,Les Corts,Sant Pere Romanies,81074,22022.035087719298,48622
6,Gràcia,Ptge Montornès,121915,18340.74712643678,57643
3,Sants-Montjuïc,Nicaragua,183770,14625.393162393162,79559
6,Gràcia,Rbla Prat,121915,18340.74712643678,57643
6,Gràcia,Quevedo,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Mossèn Xiró,148201,25606.775510204083,102272
6,Gràcia,Sant Eudald,121915,18340.74712643678,57643
1,Ciutat Vella,Serra,106028,11517.703703703704,33685
6,Gràcia,Taxdirt,121915,18340.74712643678,57643
4,Les Corts,John M. Keynes,81074,22022.035087719298,48622
1,Ciutat Vella,Tragí,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Ctra Vallv a Barna,148201,25606.775510204083,102272
9,Sant Andreu,Mare Déu de Lorda,149826,15124.747368421053,65745
7,Horta-Guinardó,Ptge Tossa,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Camí Múrgola,148201,25606.775510204083,102272
4,Les Corts,Antoni Alberdi,81074,22022.035087719298,48622
3,Sants-Montjuïc,Soweto,183770,14625.393162393162,79559
10,Sant Martí,Pl Lolita Torrentó,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Camí Aigües,148201,25606.775510204083,102272
9,Sant Andreu,Almirall Okendo,149826,15124.747368421053,65745
1,Ciutat Vella,Volta dels Jueus,106028,11517.703703703704,33685
8,Nou Barris,Bunyola,170736,12431.811965811965,66780
8,Nou Barris,Pg Fabra i Puig,170736,12431.811965811965,66780
3,Sants-Montjuïc,França Xica,183770,14625.393162393162,79559
1,Ciutat Vella,Groc,106028,11517.703703703704,33685
10,Sant Martí,Jaume Fabre,239465,15323.08843537415,103094
10,Sant Martí,Jonquera,239465,15323.08843537415,103094
7,Horta-Guinardó,Ptge Marí,172109,15152.317073170732,80895
10,Sant Martí,Nàpols,239465,15323.08843537415,103094
3,Sants-Montjuïc,Pontils,183770,14625.393162393162,79559
9,Sant Andreu,Mossèn Q Mallofrè,149826,15124.747368421053,65745
3,Sants-Montjuïc,Rier Blanca,183770,14625.393162393162,79559
6,Gràcia,Riera de Vallcarca,121915,18340.74712643678,57643
6,Gràcia,Sant Lluís,121915,18340.74712643678,57643
1,Ciutat Vella,Tarròs,106028,11517.703703703704,33685
2,Eixample,Pl Tetuan,266857,18867.71676300578,128137
7,Horta-Guinardó,Tiro,172109,15152.317073170732,80895
7,Horta-Guinardó,Trueba,172109,15152.317073170732,80895
4,Les Corts,General Batet,81074,22022.035087719298,48622
10,Sant Martí,Solsticis,239465,15323.08843537415,103094
4,Les Corts,Agustina Saragossa,81074,22022.035087719298,48622
9,Sant Andreu,Balira,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Bohemis,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Calatrava,148201,25606.775510204083,102272
3,Sants-Montjuïc,Camí Can Clos,183770,14625.393162393162,79559
4,Les Corts,Castell d'Olorda,81074,22022.035087719298,48622
5,Sarrià-Sant Gervasi,Pl Castelló,148201,25606.775510204083,102272
8,Nou Barris,Castor,170736,12431.811965811965,66780
7,Horta-Guinardó,Cortada,172109,15152.317073170732,80895
6,Gràcia,Enric Clarasó,121915,18340.74712643678,57643
1,Ciutat Vella,Pl Garriga i Bachs,106028,11517.703703703704,33685
6,Gràcia,Indústria,121915,18340.74712643678,57643
10,Sant Martí,Ptge Joan Goula,239465,15323.08843537415,103094
1,Ciutat Vella,Milans,106028,11517.703703703704,33685
1,Ciutat Vella,Montanyans,106028,11517.703703703704,33685
8,Nou Barris,Nil,170736,12431.811965811965,66780
1,Ciutat Vella,Pl Sant Josep,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Camí Gírgola,148201,25606.775510204083,102272
3,Sants-Montjuïc,H Moll Inflamables,183770,14625.393162393162,79559
7,Horta-Guinardó,Pl Numen Mestre,172109,15152.317073170732,80895
3,Sants-Montjuïc,27 del BZ,183770,14625.393162393162,79559
7,Horta-Guinardó,Pl Ramona Fossas,172109,15152.317073170732,80895
10,Sant Martí,Ca n'Oliva,239465,15323.08843537415,103094
8,Nou Barris,Casals i Cuberó,170736,12431.811965811965,66780
8,Nou Barris,Castelldefels,170736,12431.811965811965,66780
3,Sants-Montjuïc,Rier Escuder,183770,14625.393162393162,79559
8,Nou Barris,Estudiant,170736,12431.811965811965,66780
10,Sant Martí,Eterna Memòria,239465,15323.08843537415,103094
2,Eixample,Av Gaudí,266857,18867.71676300578,128137
10,Sant Martí,Bonaventura Gisper,239465,15323.08843537415,103094
9,Sant Andreu,Ptge Isabel Ribó,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Ptge Marimon,148201,25606.775510204083,102272
1,Ciutat Vella,Marquès Quadra,106028,11517.703703703704,33685
4,Les Corts,Marquès Sentmenat,81074,22022.035087719298,48622
10,Sant Martí,Democràcia,239465,15323.08843537415,103094
8,Nou Barris,Ptge Ciut Mallorca,170736,12431.811965811965,66780
1,Ciutat Vella,Pizarro,106028,11517.703703703704,33685
3,Sants-Montjuïc,Rabí Rubèn,183770,14625.393162393162,79559
3,Sants-Montjuïc,Z Zona Franca,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Alfons XII,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Pl Amich,148201,25606.775510204083,102272
9,Sant Andreu,Andana Estació,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Pl Cardona,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Claravall,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Font del Mont,148201,25606.775510204083,102272
7,Horta-Guinardó,Ctra Hta Cerdany,172109,15152.317073170732,80895
10,Sant Martí,Lluís Dalmau,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Ptge Llorac,148201,25606.775510204083,102272
3,Sants-Montjuïc,Noguera Ribagorçan,183770,14625.393162393162,79559
6,Gràcia,Palou,121915,18340.74712643678,57643
7,Horta-Guinardó,Periodistes,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Pg Sant Joan Bosco,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Sant Pere Claver,148201,25606.775510204083,102272
4,Les Corts,Av Pedralbes,81074,22022.035087719298,48622
7,Horta-Guinardó,Av M Déu Montserra,172109,15152.317073170732,80895
9,Sant Andreu,Virgili,149826,15124.747368421053,65745
7,Horta-Guinardó,Camí A St Llàtzer,172109,15152.317073170732,80895
1,Ciutat Vella,Assaonadors,106028,11517.703703703704,33685
3,Sants-Montjuïc,Cartoixa,183770,14625.393162393162,79559
10,Sant Martí,Castella,239465,15323.08843537415,103094
6,Gràcia,Encarnació,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Ptge Font del Mont,148201,25606.775510204083,102272
3,Sants-Montjuïc,Foc,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Manuel Angelon,148201,25606.775510204083,102272
2,Eixample,Marina,266857,18867.71676300578,128137
7,Horta-Guinardó,Bda Mercat,172109,15152.317073170732,80895
8,Nou Barris,Pierola,170736,12431.811965811965,66780
1,Ciutat Vella,Pinzón,106028,11517.703703703704,33685
6,Gràcia,Pou de la Riera,121915,18340.74712643678,57643
7,Horta-Guinardó,Rembrandt,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Rocabertí,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Camí V S Creu Vall,148201,25606.775510204083,102272
6,Gràcia,Torrent Flors,121915,18340.74712643678,57643
10,Sant Martí,València,239465,15323.08843537415,103094
1,Ciutat Vella,Veguer,106028,11517.703703703704,33685
6,Gràcia,Vilafranca,121915,18340.74712643678,57643
1,Ciutat Vella,Moll Espanya,106028,11517.703703703704,33685
3,Sants-Montjuïc,Pg Josep Carner,183770,14625.393162393162,79559
3,Sants-Montjuïc,Onyar,183770,14625.393162393162,79559
3,Sants-Montjuïc,Port de Tianjin,183770,14625.393162393162,79559
10,Sant Martí,Pl Rosalind,239465,15323.08843537415,103094
3,Sants-Montjuïc,Acer,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Alcoi,148201,25606.775510204083,102272
7,Horta-Guinardó,Cançó,172109,15152.317073170732,80895
6,Gràcia,Jaume Cabrera,121915,18340.74712643678,57643
1,Ciutat Vella,Pl J. Folch Torres,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Pg Manuel Girona,148201,25606.775510204083,102272
4,Les Corts,Av Joan XXIII,81074,22022.035087719298,48622
7,Horta-Guinardó,Picó i Campamar,172109,15152.317073170732,80895
1,Ciutat Vella,Pou Dolç,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Av Rectoret,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Román Macaya,148201,25606.775510204083,102272
3,Sants-Montjuïc,Roser,183770,14625.393162393162,79559
9,Sant Andreu,Rier Sant Andreu,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Camí Cal Totxo,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Camí Turó Alzina,148201,25606.775510204083,102272
7,Horta-Guinardó,Ventura Rodríguez,172109,15152.317073170732,80895
10,Sant Martí,Wellington,239465,15323.08843537415,103094
8,Nou Barris,Plta R Serrano,170736,12431.811965811965,66780
9,Sant Andreu,Pl Msèn J Cortinas,149826,15124.747368421053,65745
7,Horta-Guinardó,Pl Haya la Torre,172109,15152.317073170732,80895
4,Les Corts,Ignasi Solà-Morale,81074,22022.035087719298,48622
6,Gràcia,Ctra Aigües,121915,18340.74712643678,57643
1,Ciutat Vella,Pl Correus,106028,11517.703703703704,33685
10,Sant Martí,Aragó,239465,15323.08843537415,103094
9,Sant Andreu,Arbúcies,149826,15124.747368421053,65745
4,Les Corts,Aviació,81074,22022.035087719298,48622
4,Les Corts,Benavent,81074,22022.035087719298,48622
10,Sant Martí,Bolívia,239465,15323.08843537415,103094
1,Ciutat Vella,Pla Boqueria,106028,11517.703703703704,33685
4,Les Corts,Carreras,81074,22022.035087719298,48622
7,Horta-Guinardó,Sardenya,172109,15152.317073170732,80895
2,Eixample,Pl Dr Letamendi,266857,18867.71676300578,128137
1,Ciutat Vella,Davant Portal Nou,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Matilde Díez,148201,25606.775510204083,102272
4,Les Corts,Moneders,81074,22022.035087719298,48622
6,Gràcia,Neptú,121915,18340.74712643678,57643
8,Nou Barris,Pg Peira,170736,12431.811965811965,66780
10,Sant Martí,Puiggener,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Sant Elies,148201,25606.775510204083,102272
1,Ciutat Vella,Sant Jacint,106028,11517.703703703704,33685
10,Sant Martí,Sancho de Ávila,239465,15323.08843537415,103094
1,Ciutat Vella,Santa Anna,106028,11517.703703703704,33685
2,Eixample,Ptge Ureña,266857,18867.71676300578,128137
5,Sarrià-Sant Gervasi,Enginyeria,148201,25606.775510204083,102272
10,Sant Martí,Pierre Vilar,239465,15323.08843537415,103094
3,Sants-Montjuïc,Altafulla,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Arimon,148201,25606.775510204083,102272
3,Sants-Montjuïc,C Zona Franca,183770,14625.393162393162,79559
2,Eixample,Pl Catalunya,266857,18867.71676300578,128137
9,Sant Andreu,Emilia Pardo Bazán,149826,15124.747368421053,65745
10,Sant Martí,Felip de Malla,239465,15323.08843537415,103094
3,Sants-Montjuïc,Galtés,183770,14625.393162393162,79559
1,Ciutat Vella,Grl Álvarez Castro,106028,11517.703703703704,33685
7,Horta-Guinardó,Ptge Mont Pietat,172109,15152.317073170732,80895
1,Ciutat Vella,Orgues,106028,11517.703703703704,33685
1,Ciutat Vella,Paloma,106028,11517.703703703704,33685
8,Nou Barris,Prats de Rei,170736,12431.811965811965,66780
1,Ciutat Vella,Robador,106028,11517.703703703704,33685
9,Sant Andreu,Sant Sebastià,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Sta Magdalen Sofia,148201,25606.775510204083,102272
7,Horta-Guinardó,Sidó,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Teodora Lamadrid,148201,25606.775510204083,102272
7,Horta-Guinardó,Pg Urrutia,172109,15152.317073170732,80895
2,Eixample,Villarroel,266857,18867.71676300578,128137
9,Sant Andreu,A César Sandino,149826,15124.747368421053,65745
8,Nou Barris,Pl Lola Anglada,170736,12431.811965811965,66780
10,Sant Martí,Pl Espronceda,239465,15323.08843537415,103094
9,Sant Andreu,SN(Sta Coloma Nus,149826,15124.747368421053,65745
9,Sant Andreu,S N (Tucuman,149826,15124.747368421053,65745
7,Horta-Guinardó,Maternitat d'Elna,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Ptge Canet,148201,25606.775510204083,102272
10,Sant Martí,Conca,239465,15323.08843537415,103094
7,Horta-Guinardó,Llobet Vall-lloser,172109,15152.317073170732,80895
9,Sant Andreu,Mallorca,149826,15124.747368421053,65745
8,Nou Barris,Mina de la Ciutat,170736,12431.811965811965,66780
6,Gràcia,Pl Mons,121915,18340.74712643678,57643
6,Gràcia,Plta Montserrat,121915,18340.74712643678,57643
5,Sarrià-Sant Gervasi,Orellana,148201,25606.775510204083,102272
1,Ciutat Vella,Plta Sant Francesc,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Sant Joan la Salle,148201,25606.775510204083,102272
7,Horta-Guinardó,Sanpere i Miquel,172109,15152.317073170732,80895
6,Gràcia,Sèneca,121915,18340.74712643678,57643
8,Nou Barris,Teide,170736,12431.811965811965,66780
10,Sant Martí,Pl Josep Rovira,239465,15323.08843537415,103094
9,Sant Andreu,Campana Maquinista,149826,15124.747368421053,65745
9,Sant Andreu,Pl Hispano Suïssa,149826,15124.747368421053,65745
8,Nou Barris,Alvarado,170736,12431.811965811965,66780
3,Sants-Montjuïc,Arizala,183770,14625.393162393162,79559
2,Eixample,Bailèn,266857,18867.71676300578,128137
1,Ciutat Vella,Blanqueria,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Bosch,148201,25606.775510204083,102272
9,Sant Andreu,Ptge Doctor Torres,149826,15124.747368421053,65745
9,Sant Andreu,T Estadella,149826,15124.747368421053,65745
10,Sant Martí,Historiador Maians,239465,15323.08843537415,103094
7,Horta-Guinardó,Camí Església,172109,15152.317073170732,80895
1,Ciutat Vella,Julià Portet,106028,11517.703703703704,33685
9,Sant Andreu,Pg Maragall,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Mont-roig,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Parc Budellera,148201,25606.775510204083,102272
6,Gràcia,Ana María Matute,121915,18340.74712643678,57643
7,Horta-Guinardó,Santa Otília,172109,15152.317073170732,80895
7,Horta-Guinardó,Ptge Santuaris,172109,15152.317073170732,80895
3,Sants-Montjuïc,Socors,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Vidal i Quadras,148201,25606.775510204083,102272
4,Les Corts,Can Segalar,81074,22022.035087719298,48622
7,Horta-Guinardó,Pl Font del Roure,172109,15152.317073170732,80895
3,Sants-Montjuïc,Ptge M de Andrés,183770,14625.393162393162,79559
1,Ciutat Vella,Apar Correus,106028,11517.703703703704,33685
7,Horta-Guinardó,Pl Anna Gironella,172109,15152.317073170732,80895
9,Sant Andreu,Sense Nom (701913),149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Malva,148201,25606.775510204083,102272
3,Sants-Montjuïc,Ctra Bordeta,183770,14625.393162393162,79559
3,Sants-Montjuïc,Cap de Guaita,183770,14625.393162393162,79559
7,Horta-Guinardó,Bda Can Mateu,172109,15152.317073170732,80895
7,Horta-Guinardó,Congrés,172109,15152.317073170732,80895
8,Nou Barris,Cornudella,170736,12431.811965811965,66780
3,Sants-Montjuïc,Crillon,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Enric Giménez,148201,25606.775510204083,102272
4,Les Corts,Jordi Girona,81074,22022.035087719298,48622
3,Sants-Montjuïc,Mir Geribert,183770,14625.393162393162,79559
6,Gràcia,Morató,121915,18340.74712643678,57643
7,Horta-Guinardó,Ptge Pedrell,172109,15152.317073170732,80895
10,Sant Martí,Perpinyà,239465,15323.08843537415,103094
7,Horta-Guinardó,Plutó,172109,15152.317073170732,80895
3,Sants-Montjuïc,Puig i Xoriguer,183770,14625.393162393162,79559
2,Eixample,Rda Sant Pere,266857,18867.71676300578,128137
6,Gràcia,Santa Eulàlia,121915,18340.74712643678,57643
2,Eixample,Av Sarrià,266857,18867.71676300578,128137
3,Sants-Montjuïc,Tinent Flomesta,183770,14625.393162393162,79559
1,Ciutat Vella,Tiradors,106028,11517.703703703704,33685
7,Horta-Guinardó,Trobador,172109,15152.317073170732,80895
10,Sant Martí,Pl Verneda,239465,15323.08843537415,103094
3,Sants-Montjuïc,Pg Zona Franca,183770,14625.393162393162,79559
3,Sants-Montjuïc,Major Mercabarna,183770,14625.393162393162,79559
3,Sants-Montjuïc,Port d'Alexandria,183770,14625.393162393162,79559
4,Les Corts,Ctra Aigües,81074,22022.035087719298,48622
10,Sant Martí,Batista,239465,15323.08843537415,103094
1,Ciutat Vella,Boquer,106028,11517.703703703704,33685
7,Horta-Guinardó,Castellar,172109,15152.317073170732,80895
7,Horta-Guinardó,Pla Montbau,172109,15152.317073170732,80895
1,Ciutat Vella,Freneria,106028,11517.703703703704,33685
6,Gràcia,Larrard,121915,18340.74712643678,57643
6,Gràcia,Lluís Vives,121915,18340.74712643678,57643
1,Ciutat Vella,Malnom,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Ptge Mallofré,148201,25606.775510204083,102272
8,Nou Barris,Montsant,170736,12431.811965811965,66780
3,Sants-Montjuïc,Noguera Pallaresa,183770,14625.393162393162,79559
7,Horta-Guinardó,Pantà de Tremp,172109,15152.317073170732,80895
7,Horta-Guinardó,Pl N de la Rutlla,172109,15152.317073170732,80895
6,Gràcia,Riera Sant Miquel,121915,18340.74712643678,57643
8,Nou Barris,Santa Matilde,170736,12431.811965811965,66780
1,Ciutat Vella,Templers,106028,11517.703703703704,33685
3,Sants-Montjuïc,Moll Prínc Espanya,183770,14625.393162393162,79559
7,Horta-Guinardó,Santa Olívia,172109,15152.317073170732,80895
8,Nou Barris,J Puig i Pidemunt,170736,12431.811965811965,66780
10,Sant Martí,Salvador Espriu,239465,15323.08843537415,103094
10,Sant Martí,Emília Coranty,239465,15323.08843537415,103094
3,Sants-Montjuïc,Pl Josep Pons,183770,14625.393162393162,79559
1,Ciutat Vella,Sant Pere Més Alt,106028,11517.703703703704,33685
10,Sant Martí,Bar Pekin,239465,15323.08843537415,103094
7,Horta-Guinardó,Batet,172109,15152.317073170732,80895
4,Les Corts,G.V. Carles III,81074,22022.035087719298,48622
10,Sant Martí,Doctor Zamenhof,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Pl Figuerola,148201,25606.775510204083,102272
1,Ciutat Vella,Fontanella,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Gironella,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Hort de la Vila,148201,25606.775510204083,102272
4,Les Corts,Ptge Jaume Roig,81074,22022.035087719298,48622
3,Sants-Montjuïc,K Zona Franca,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Isaac Albéniz,148201,25606.775510204083,102272
10,Sant Martí,Perelló,239465,15323.08843537415,103094
1,Ciutat Vella,Pl Salvador Seguí,106028,11517.703703703704,33685
10,Sant Martí,Trapani,239465,15323.08843537415,103094
9,Sant Andreu,Vallès,149826,15124.747368421053,65745
9,Sant Andreu,Vèlia,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Saragossa,148201,25606.775510204083,102272
10,Sant Martí,Pl Tirant lo Blanc,239465,15323.08843537415,103094
3,Sants-Montjuïc,Sallent,183770,14625.393162393162,79559
6,Gràcia,Cro Carolines,121915,18340.74712643678,57643
4,Les Corts,Emèrita Augusta,81074,22022.035087719298,48622
8,Nou Barris,Escòcia,170736,12431.811965811965,66780
8,Nou Barris,Formentera,170736,12431.811965811965,66780
3,Sants-Montjuïc,Grases,183770,14625.393162393162,79559
8,Nou Barris,Hostalric,170736,12431.811965811965,66780
1,Ciutat Vella,Joaquín Costa,106028,11517.703703703704,33685
7,Horta-Guinardó,Lledoner,172109,15152.317073170732,80895
7,Horta-Guinardó,T Melis,172109,15152.317073170732,80895
1,Ciutat Vella,Ptge Mercantil,106028,11517.703703703704,33685
10,Sant Martí,Mogent,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Nou Santa Eulàlia,148201,25606.775510204083,102272
6,Gràcia,Pere Serafí,121915,18340.74712643678,57643
6,Gràcia,Progrés,121915,18340.74712643678,57643
1,Ciutat Vella,Portaferrissa,106028,11517.703703703704,33685
1,Ciutat Vella,Pg Pujades,106028,11517.703703703704,33685
7,Horta-Guinardó,Pl Sanllehy,172109,15152.317073170732,80895
3,Sants-Montjuïc,Torns,183770,14625.393162393162,79559
4,Les Corts,Pl Valdivia,81074,22022.035087719298,48622
9,Sant Andreu,Cordelles,149826,15124.747368421053,65745
7,Horta-Guinardó,Ptge Madrona Prat,172109,15152.317073170732,80895
3,Sants-Montjuïc,Pl Vapor Vell,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Ptge Violer,148201,25606.775510204083,102272
1,Ciutat Vella,Cabres,106028,11517.703703703704,33685
7,Horta-Guinardó,Ptge Caixa Estalv,172109,15152.317073170732,80895
3,Sants-Montjuïc,Corral,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Desert,148201,25606.775510204083,102272
1,Ciutat Vella,Escudellers,106028,11517.703703703704,33685
8,Nou Barris,Espiell,170736,12431.811965811965,66780
1,Ciutat Vella,Av Francesc Cambó,106028,11517.703703703704,33685
10,Sant Martí,Pl Jaume Huguet,239465,15323.08843537415,103094
7,Horta-Guinardó,Jericó,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Josep M. Florensa,148201,25606.775510204083,102272
3,Sants-Montjuïc,Marbre,183770,14625.393162393162,79559
9,Sant Andreu,Pl Masadas,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Pl Pep Ventura,148201,25606.775510204083,102272
8,Nou Barris,Pou,170736,12431.811965811965,66780
5,Sarrià-Sant Gervasi,R Miquel i Planas,148201,25606.775510204083,102272
1,Ciutat Vella,Roger de Flor,106028,11517.703703703704,33685
6,Gràcia,Ptge Sgda Família,121915,18340.74712643678,57643
9,Sant Andreu,Segarra,149826,15124.747368421053,65745
8,Nou Barris,Travau,170736,12431.811965811965,66780
1,Ciutat Vella,Vigatans,106028,11517.703703703704,33685
3,Sants-Montjuïc,Ptge Malacca,183770,14625.393162393162,79559
8,Nou Barris,Pl Miguel Unamuno,170736,12431.811965811965,66780
10,Sant Martí,Lola Iturbe,239465,15323.08843537415,103094
6,Gràcia,Albacete,121915,18340.74712643678,57643
7,Horta-Guinardó,Pl Alfons el Savi,172109,15152.317073170732,80895
9,Sant Andreu,Arbeca,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Cadis,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Pl Francesc Macià,148201,25606.775510204083,102272
1,Ciutat Vella,Consellers,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Emancipació,148201,25606.775510204083,102272
1,Ciutat Vella,Ptge Escudellers,106028,11517.703703703704,33685
10,Sant Martí,Espronceda,239465,15323.08843537415,103094
9,Sant Andreu,Galícia,149826,15124.747368421053,65745
6,Gràcia,Rda Guinardó,121915,18340.74712643678,57643
6,Gràcia,Camí Can Móra,121915,18340.74712643678,57643
7,Horta-Guinardó,Sant Crispí,172109,15152.317073170732,80895
4,Les Corts,Av St Ramon Nonat,81074,22022.035087719298,48622
10,Sant Martí,Amsterdam,239465,15323.08843537415,103094
3,Sants-Montjuïc,Cadaqués,183770,14625.393162393162,79559
5,Sarrià-Sant Gervasi,Castellnou,148201,25606.775510204083,102272
3,Sants-Montjuïc,Casteràs,183770,14625.393162393162,79559
10,Sant Martí,Dos de Maig,239465,15323.08843537415,103094
10,Sant Martí,Ebre,239465,15323.08843537415,103094
3,Sants-Montjuïc,Ermengarda,183770,14625.393162393162,79559
9,Sant Andreu,Guardiola i Feliu,149826,15124.747368421053,65745
10,Sant Martí,Ptge Joaquim Pujol,239465,15323.08843537415,103094
7,Horta-Guinardó,Av Jordà,172109,15152.317073170732,80895
7,Horta-Guinardó,Josep Sangenís,172109,15152.317073170732,80895
10,Sant Martí,Maresme,239465,15323.08843537415,103094
1,Ciutat Vella,Marina,106028,11517.703703703704,33685
2,Eixample,Ptge Méndez Vigo,266857,18867.71676300578,128137
4,Les Corts,Nau Santa Maria,81074,22022.035087719298,48622
10,Sant Martí,Palerm,239465,15323.08843537415,103094
5,Sarrià-Sant Gervasi,Poncelles,148201,25606.775510204083,102272
4,Les Corts,Rier Blanca,81074,22022.035087719298,48622
9,Sant Andreu,Sant Mateu,149826,15124.747368421053,65745
9,Sant Andreu,Tucumán,149826,15124.747368421053,65745
4,Les Corts,Ptge Vicent Martín,81074,22022.035087719298,48622
8,Nou Barris,Camí Vell Pedrera,170736,12431.811965811965,66780
8,Nou Barris,Juan Ramón Jiménez,170736,12431.811965811965,66780
10,Sant Martí,Pl Juliana Morell,239465,15323.08843537415,103094
1,Ciutat Vella,Basses Sant Pere,106028,11517.703703703704,33685
5,Sarrià-Sant Gervasi,Bonaplata,148201,25606.775510204083,102272
7,Horta-Guinardó,Capcir,172109,15152.317073170732,80895
9,Sant Andreu,Garona,149826,15124.747368421053,65745
7,Horta-Guinardó,Cro Ca l'Iglésies,172109,15152.317073170732,80895
5,Sarrià-Sant Gervasi,Josep Balari,148201,25606.775510204083,102272
5,Sarrià-Sant Gervasi,Manuel Ramon,148201,25606.775510204083,102272
1,Ciutat Vella,Marquet,106028,11517.703703703704,33685
1,Ciutat Vella,Mercè,106028,11517.703703703704,33685
8,Nou Barris,Av Meridiana,170736,12431.811965811965,66780
10,Sant Martí,Múrcia,239465,15323.08843537415,103094
7,Horta-Guinardó,Naïm,172109,15152.317073170732,80895
1,Ciutat Vella,Petritxol,106028,11517.703703703704,33685
7,Horta-Guinardó,Saldes,172109,15152.317073170732,80895
9,Sant Andreu,Ptge S Riera,149826,15124.747368421053,65745
5,Sarrià-Sant Gervasi,Sant Hermenegild,148201,25606.775510204083,102272
7,Horta-Guinardó,Germans Desvalls,172109,15152.317073170732,80895
10,Sant Martí,Ptge Vinyassa,239465,15323.08843537415,103094
1,Ciutat Vella,Ptge Virreina,106028,11517.703703703704,33685
3,Sants-Montjuïc,Ptge Vapor Vell,183770,14625.393162393162,79559
3,Sants-Montjuïc,Av Carrilet,183770,14625.393162393162,79559
7,Horta-Guinardó,Síndic Rahola,172109,15152.317073170732,80895
3,Sants-Montjuïc,Cro Ànimes,183770,14625.393162393162,79559
4,Les Corts,Ametllers,81074,22022.035087719298,48622
3,Sants-Montjuïc,Blesa,183770,14625.393162393162,79559
